Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
29.10.2015;945;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
29.10.2015;949;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
29.10.2015;955;Meerstraße / B, Innenhof;113140; 10,00 € 
29.10.2015;957;Meerstraße / B, Innenhof;113140; 10,00 € 
29.10.2015;1000;Meerstraße / B, Innenhof;113121; 15,00 € 
29.10.2015;1005;Haagstraße / B ggü. Haus-Nr. 26, Parkplatz;113300; 10,00 € 
29.10.2015;1012;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
29.10.2015;1013;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
29.10.2015;1113;Kautzstraße / B, Parkplatz;113120; 10,00 € 
29.10.2015;1116;Kautzstraße / B, Parkplatz;113120; 10,00 € 
29.10.2015;1118;Kautzstraße / B, Parkplatz;113140; 10,00 € 
29.10.2015;1126;Abteistraße in Höhe von Haus-Nr. 19;141015; 10,00 € 
29.10.2015;1132;Filder Straße in Höhe von Haus-Nr. 4;113240; 10,00 € 
29.10.2015;1134;Filder Straße in Höhe von Haus-Nr. 20;113240; 10,00 € 
29.10.2015;1136;Filder Straße in Höhe von Haus-Nr. 22;113240; 10,00 € 
29.10.2015;1432;Filder Straße in Höhe von Haus-Nr. 22;113263; 25,00 € 
29.10.2015;1142;Filder Straße in Höhe von Haus-Nr. 32;113240; 10,00 € 
29.10.2015;1143;Filder Straße in Höhe von Haus-Nr. 32;113240; 10,00 € 
29.10.2015;1148;Gartenstraße ggü. Haus-Nr. 28;113260; 10,00 € 
29.10.2015;1150;Gartenstraße ggü. Haus-Nr. 36;113240; 10,00 € 
29.10.2015;950;Geldernsche Straße in Höhe von Haus-Nr. 5a;141312; 15,00 € 
29.10.2015;1014;Wörthstraße in Höhe von Haus-Nr. 4;113300; 10,00 € 
29.10.2015;1016;Wörthstraße neben Haus-Nr. 2;113300; 10,00 € 
29.10.2015;1021;Kaiserstraße ggü. Haus-Nr. 75;141352; 15,00 € 
29.10.2015;1028;An der Berufsschule, Parkplatz;142278; 35,00 € 
29.10.2015;1029;An der Berufsschule, Parkplatz;101060; 20,00 € 
29.10.2015;1033;An der Berufsschule, Parkplatz;112216; 35,00 € 
29.10.2015;1128;Marktstraße in Höhe von Haus-Nr. 35;112042; 15,00 € 
29.10.2015;1147;Hinter dem Acker ggü. Haus-Nr., Schule;112050; 30,00 € 
29.10.2015;1152;Hinter dem Acker in Höhe von Haus-Nr., Schule;141312; 15,00 € 
29.10.2015;1507;Kampstraße in Höhe von Haus-Nr. 32;141324; 45,00 € 
29.10.2015;1335;Jahnstraße in Höhe von Haus-Nr. 47;112402; 20,00 € 
29.10.2015;1333;Neumarkt / A, Parkplatz;113120; 10,00 € 
29.10.2015;1335;Neumarkt / A, Parkplatz;113120; 10,00 € 
29.10.2015;1338;Neumarkt / A, Parkplatz;113140; 10,00 € 
29.10.2015;1430;Neumarkt / A, Parkplatz;113122; 20,00 € 
29.10.2015;1440;Neumarkt / A, Parkplatz;113141; 15,00 € 
29.10.2015;1356;Meerstraße / B in Höhe von Haus-Nr. 13;113120; 10,00 € 
29.10.2015;1401;Haagstraße / B ggü. Haus-Nr. 26;113280; 10,00 € 
29.10.2015;1411;Haagstraße / B ggü. Haus-Nr. 18;113140; 10,00 € 
29.10.2015;1415;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
29.10.2015;1416;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
29.10.2015;1418;Hanckwitzstraße / B, Parkplatz;113122; 20,00 € 
29.10.2015;1427;Filder Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
29.10.2015;1430;Prinzenstraße in Höhe von Haus-Nr. 1;113240; 10,00 € 
29.10.2015;1434;Filder Straße in Höhe von Haus-Nr. 26;113260; 10,00 € 
29.10.2015;1446;Diergardtstraße in Höhe von Haus-Nr. 46, Höhe Kindergarten;113240; 10,00 € 
29.10.2015;1457;Tersteegenstraße / C1 ggü. Haus-Nr. 27;141118; 15,00 € 
29.10.2015;1459;Tersteegenstraße / C1 in Höhe von Haus-Nr. 18;141118; 15,00 € 
29.10.2015;1501;Tersteegenstraße / C1 in Höhe von Haus-Nr. 8;141118; 15,00 € 
29.10.2015;1510;Hopfenstraße in Höhe von Haus-Nr. 10;141118; 15,00 € 
29.10.2015;1512;Kautzstraße / B, Parkplatz;113120; 10,00 € 
29.10.2015;1541;Dr.-Hermann-Bähr-Straße, Gegenüber Parkhaus.;141382; 15,00 € 
29.10.2015;1544;Oberwallstraße / B in Höhe von Haus-Nr. 27;113121; 15,00 € 
29.10.2015;728;Callunaweg, Wendehammer;141312; 15,00 € 
29.10.2015;729;Callunaweg, Wendehammer;141312; 15,00 € 
29.10.2015;733;Erikaweg ggü. Haus-Nr. 6;142103; 10,00 € 
29.10.2015;739;Schwarzer Weg in Höhe von Haus-Nr. 72;142103; 10,00 € 
29.10.2015;744;Länglingsweg in Höhe von Haus-Nr. 18;112042; 15,00 € 
29.10.2015;747;Länglingsweg in Höhe von Haus-Nr. 38;112042; 15,00 € 
29.10.2015;925;Asberger Straße / C3 ggü. Haus-Nr. 100;141245; 25,00 € 
29.10.2015;1439;Geldernsche Straße in Höhe von Haus-Nr. 5b;141314; 25,00 € 
29.10.2015;949;Geldernsche Straße in Höhe von Haus-Nr. 5b;141312; 15,00 € 
29.10.2015;826;Mühlenstraße / DE, Parkplatz;113300; 15,00 € 
29.10.2015;827;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
29.10.2015;829;Mühlenstraße / DE, Parkplatz;141015; 10,00 € 
29.10.2015;834;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
29.10.2015;837;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
29.10.2015;845;Greefstraße 2;141312; 15,00 € 
29.10.2015;1228;Klever Straße 31;141414; 20,00 € 
29.10.2015;1226;Klever Straße 31;141414; 20,00 € 
29.10.2015;857;Klever Straße 31;141412; 10,00 € 
29.10.2015;907;Klever Straße ggü. Haus-Nr. 23, Schräg;113320; 10,00 € 
29.10.2015;1237;Klever Straße ggü. Haus-Nr. 23;113304; 30,00 € 
29.10.2015;918;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
29.10.2015;920;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
29.10.2015;925;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
29.10.2015;1002;Bethanienstraße 11;142262; 10,00 € 
29.10.2015;1005;Bethanienstraße 11;142262; 10,00 € 
29.10.2015;1213;Bethanienstraße ggü. Haus-Nr. 11, Schräg;112404; 30,00 € 
29.10.2015;1007;Bethanienstraße 11, Schräg;112402; 20,00 € 
29.10.2015;1009;Bethanienstraße ggü. Haus-Nr. 11, Schräg;112402; 20,00 € 
29.10.2015;1012;Bethanienstraße ggü. Haus-Nr. 1;142262; 10,00 € 
29.10.2015;1217;Bethanienstraße 3;142262; 10,00 € 
30.10.2015;1017;Wittfeldstraße 14;142262; 10,00 € 
30.10.2015;1018;Wittfeldstraße 14;142262; 10,00 € 
30.10.2015;913;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
30.10.2015;927;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
30.10.2015;932;Meerstraße / B, Innenhof;113140; 10,00 € 
30.10.2015;941;Kastell / B, Arbeitsamt hinten;112432; 20,00 € 
30.10.2015;948;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
30.10.2015;1032;Hanckwitzstraße / B, Parkplatz;113141; 15,00 € 
30.10.2015;952;Hanckwitzstraße / B, Parkplatz;113140; 15,00 € 
30.10.2015;954;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
30.10.2015;956;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
30.10.2015;1002;Filder Straße in Höhe von Haus-Nr. 12;113240; 10,00 € 
30.10.2015;1003;Filder Straße in Höhe von Haus-Nr. 14;113260; 10,00 € 
30.10.2015;1006;Filder Straße in Höhe von Haus-Nr. 20;113260; 10,00 € 
30.10.2015;1013;Filder Straße in Höhe von Haus-Nr. 27;141322; 15,00 € 
30.10.2015;1015;Filder Straße in Höhe von Haus-Nr. 32;113240; 10,00 € 
30.10.2015;1019;Gartenstraße in Höhe von Haus-Nr. 35;113240; 10,00 € 
30.10.2015;1038;Haagstraße / B in Höhe von Haus-Nr. 18;141322; 15,00 € 
30.10.2015;1040;Haagstraße / B in Höhe von Haus-Nr. 18;141322; 15,00 € 
30.10.2015;1042;Haagstraße / B in Höhe von Haus-Nr. 18;141322; 15,00 € 
30.10.2015;1046;Hanns-Albeck-Platz, Volksbank;113320; 10,00 € 
30.10.2015;1050;Hanns-Albeck-Platz, Volksbank;113300; 10,00 € 
30.10.2015;1054;Kautzstraße / B, Parkplatz;142278; 35,00 € 
30.10.2015;1109;Kautzstraße / B, Parkplatz;113180; 10,00 € 
30.10.2015;1110;Kautzstraße / B, Parkplatz;113180; 10,00 € 
30.10.2015;1114;Hopfenstraße in Höhe von Haus-Nr. 20;141118; 15,00 € 
30.10.2015;1436;Baustraße in Höhe von Haus-Nr. 15;113240; 10,00 € 
30.10.2015;752;Greefstraße ggü. Haus-Nr. 4;112050; 10,00 € 
30.10.2015;754;Greefstraße ggü. Haus-Nr. 4;112050; 10,00 € 
30.10.2015;806;Seminarstraße in Höhe von Haus-Nr. 28;141312; 15,00 € 
30.10.2015;921;Ostring / C2 in Höhe von Haus-Nr. 4;112042; 15,00 € 
30.10.2015;931;Julius-Genner-Straße, Ecke Weygoldstr.;112272; 10,00 € 
30.10.2015;934;Julius-Genner-Straße ggü. Haus-Nr. 7;112403; 30,00 € 
30.10.2015;944;Seminarstraße in Höhe von Haus-Nr. 15;113240; 10,00 € 
30.10.2015;1016;Seminarstraße in Höhe von Haus-Nr. 28;113240; 10,00 € 
30.10.2015;1019;Baerler Straße in Höhe von Haus-Nr. 10;113260; 10,00 € 
30.10.2015;1020;Baerler Straße in Höhe von Haus-Nr. 8;113240; 10,00 € 
30.10.2015;1022;Baerler Straße in Höhe von Haus-Nr. 6;141312; 15,00 € 
30.10.2015;1034;Seminarstraße ggü. Haus-Nr. 5;113240; 10,00 € 
30.10.2015;1035;Seminarstraße ggü. Haus-Nr. 5;113240; 10,00 € 
30.10.2015;1037;Seminarstraße ggü. Haus-Nr. 2;113260; 10,00 € 
30.10.2015;1039;Seminarstraße ggü. Haus-Nr. 2;113260; 10,00 € 
30.10.2015;1040;Seminarstraße ggü. Haus-Nr. 2;141312; 15,00 € 
30.10.2015;1046;Dr.-Hermann-Bähr-Straße ggü. Haus-Nr. 3;141382; 15,00 € 
30.10.2015;1048;Oberwallstraße / B ggü. Haus-Nr. 29;142278; 35,00 € 
30.10.2015;1051;Hanns-Dieter-Hüsch-Platz ggü. Haus-Nr. 5;141106; 30,00 € 
30.10.2015;1056;Kirchstraße in Höhe von Haus-Nr. 20;141106; 30,00 € 
30.10.2015;1059;Haagstraße / B ggü. Haus-Nr. 36;141312; 15,00 € 
30.10.2015;1100;Haagstraße / B ggü. Haus-Nr. 36;141312; 15,00 € 
30.10.2015;1133;Oberwallstraße / B, Ecke Steinstrasse;141106; 30,00 € 
30.10.2015;1351;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
30.10.2015;1425;Seminarstraße ggü. Haus-Nr. 43;113240; 10,00 € 
30.10.2015;1016;Lintforter Straße in Höhe von Haus-Nr. 114d;141413; 15,00 € 
30.10.2015;1138;Kirchstraße ggü. Haus-Nr. 4;141106; 30,00 € 
30.10.2015;1327;Haagstraße / B ggü. Haus-Nr. 26;142278; 45,00 € 
30.10.2015;1106;Geldernsche Straße in Höhe von Haus-Nr. 5b;141315; 40,00 € 
30.10.2015;1427;Seminarstraße in Höhe von Haus-Nr. 32;113240; 10,00 € 
30.10.2015;1429;Baerler Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
30.10.2015;1430;Baerler Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
30.10.2015;1439;Landwehrstraße / C1 ggü. Haus-Nr. 93;113240; 10,00 € 
30.10.2015;1505;Feldstraße / C1 in Höhe von Haus-Nr. 41;113240; 10,00 € 
30.10.2015;1511;Weygoldstraße / C1, Ecke Landwehrstr.;112402; 20,00 € 
30.10.2015;1513;Weygoldstraße / C1 in Höhe von Haus-Nr. 9;113121; 15,00 € 
30.10.2015;1514;Weygoldstraße / C1 in Höhe von Haus-Nr. 7;113140; 10,00 € 
30.10.2015;1521;Ostring / C2 ggü. Haus-Nr. 6, Sparkasse;113140; 10,00 € 
30.10.2015;1523;Ostring / C2 ggü. Haus-Nr. 6, Sparkasse;113140; 10,00 € 
30.10.2015;1525;Ostring / C2 ggü. Haus-Nr. 8;113121; 15,00 € 
30.10.2015;1529;Ostring / C2 in Höhe von Haus-Nr. 9;113140; 10,00 € 
30.10.2015;1533;Oberwallstraße / B in Höhe von Haus-Nr. 21;113140; 10,00 € 
30.10.2015;1535;Oberwallstraße / B in Höhe von Haus-Nr. 13;113140; 10,00 € 
30.10.2015;1536;Oberwallstraße / B ggü. Haus-Nr. 13;113140; 10,00 € 
30.10.2015;1541;Neumarkt / A, Parkplatz;113140; 10,00 € 
30.10.2015;1543;Neumarkt / A, Parkplatz;113120; 10,00 € 
30.10.2015;1545;Neumarkt / A, Parkplatz;113140; 10,00 € 
30.10.2015;1549;Unterwallstraße in Höhe von Haus-Nr. 9;113320; 10,00 € 
30.10.2015;1551;Unterwallstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
30.10.2015;1020;Wittfeldstraße 16;142262; 10,00 € 
30.10.2015;1022;Wittfeldstraße 18;142262; 10,00 € 
30.10.2015;1022;Wittfeldstraße 18;142262; 10,00 € 
30.10.2015;1026;Wittfeldstraße 26;142262; 10,00 € 
30.10.2015;1032;Bethanienstraße 5;142262; 10,00 € 
30.10.2015;1034;Bethanienstraße 9;142262; 10,00 € 
30.10.2015;1059;Stormstraße ggü. Haus-Nr. 87;112402; 20,00 € 
30.10.2015;1101;Stormstraße ggü. Haus-Nr. 87;112402; 20,00 € 
30.10.2015;1106;Markt, Parkplatz;113300; 10,00 € 
30.10.2015;1117;Lintforter Straße 23;112403; 30,00 € 
30.10.2015;1121;Lintforter Straße, Parkplatz;113300; 10,00 € 
30.10.2015;1124;Lintforter Straße, Parkplatz;113300; 10,00 € 
30.10.2015;1125;Lintforter Straße, Parkplatz;113320; 10,00 € 
30.10.2015;1128;Talstraße ggü. Haus-Nr. 8;113300; 10,00 € 
30.10.2015;1130;Talstraße ggü. Haus-Nr. 8;113280; 10,00 € 
30.10.2015;1206;Lotharstraße hinter Haus-Nr. 8;141342; 40,00 € 
30.10.2015;1117;Tersteegenstraße / C1 in Höhe von Haus-Nr. 7;141118; 15,00 € 
30.10.2015;1124;Essenberger Straße / C1, Parkplatz;113140; 15,00 € 
30.10.2015;1127;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
30.10.2015;1129;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
30.10.2015;1131;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
30.10.2015;1135;Homberger Straße / C1 in Höhe von Haus-Nr. 90;113150; 10,00 € 
30.10.2015;1152;Bankstraße / C1 in Höhe von Haus-Nr. 10;113180; 10,00 € 
30.10.2015;1154;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4, Pakplatz;113120; 10,00 € 
30.10.2015;1201;Homberger Straße / C1 in Höhe von Haus-Nr. 37;141106; 30,00 € 
30.10.2015;1217;Meerstraße / B, Schotterparkplatz;113120; 10,00 € 
30.10.2015;1220;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
30.10.2015;1221;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
30.10.2015;1223;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
30.10.2015;1225;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
30.10.2015;1229;Im Rosenthal / B ggü. Haus-Nr. 12, Parkplatz;113140; 10,00 € 
30.10.2015;749;Seminarstraße 10;141245; 25,00 € 
30.10.2015;808;Pferdsweide, Logistig Moers;141312; 15,00 € 
30.10.2015;821;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;823;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;825;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;828;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;829;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;831;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;835;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
30.10.2015;918;Zum Bollwerk / DE, Parkplatz;113140; 10,00 € 
30.10.2015;930;Dr.-Fabricius-Straße;101060; 20,00 € 
30.10.2015;953;Kirschenallee 3;141342; 15,00 € 
30.10.2015;955;Lotharstraße 14;141412; 10,00 € 
30.10.2015;1150;Bankstraße / C1 in Höhe von Haus-Nr. 10;113180; 10,00 € 
30.10.2015;1031;Gabelsbergerstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
30.10.2015;605;Neumarkt, Parkplatz;141313; 30,00 € 
30.10.2015;939;Möwenweg in Höhe von Haus-Nr. 27;112403; 30,00 € 
30.10.2015;737;Greefstraße ggü. Haus-Nr. 6;112050; 10,00 € 
30.10.2015;743;Greefstraße ggü. Haus-Nr. 4;112050; 10,00 € 
30.10.2015;748;Greefstraße hinter Haus-Nr. 4;112050; 10,00 € 
30.10.2015;946;Seminarstraße in Höhe von Haus-Nr. 26b;141315; 35,00 € 
30.10.2015;918;Oderstraße in Höhe von Haus-Nr., Zufahrt 101-119;112403; 30,00 € 
30.10.2015;919;Oderstraße, Zufahrt 101-119;112403; 30,00 € 
30.10.2015;919;Oderstraße, Zufahrt 101-119;112403; 30,00 € 
30.10.2015;921;Oderstraße, Zufahrt 101-119;112403; 30,00 € 
30.10.2015;924;Riesengebirgsstraße in Höhe von Haus-Nr. 109;141312; 15,00 € 
30.10.2015;940;Im Felde, Zufahrt zu Nr.2;112402; 20,00 € 
30.10.2015;941;Im Felde, Zufahrt zu Nr.2;112402; 20,00 € 
30.10.2015;1006;Am Jungbornpark ggü. Haus-Nr. 173;141312; 15,00 € 
30.10.2015;1011;Stormstraße in Höhe von Haus-Nr., REWE Vorplatz;112402; 20,00 € 
30.10.2015;1012;Stormstraße in Höhe von Haus-Nr., REWE Vorplatz;112402; 20,00 € 
30.10.2015;1013;Stormstraße in Höhe von Haus-Nr., REWE Vorplatz;112402; 20,00 € 
30.10.2015;1018;Lintforter Straße in Höhe von Haus-Nr. 114d;141413; 15,00 € 
30.10.2015;1023;Kühlerstraße in Höhe von Haus-Nr. 13;112042; 15,00 € 
30.10.2015;1042;Ferdinand-Zeppelin-Straße ggü. Haus-Nr. 15;112042; 15,00 € 
30.10.2015;1050;Bernsweg in Höhe von Haus-Nr. 2;112402; 20,00 € 
30.10.2015;1112;Hülsdonker Straße in Höhe von Haus-Nr. 45b-d;141352; 15,00 € 
30.10.2015;1113;Hülsdonker Straße in Höhe von Haus-Nr. 54;141322; 15,00 € 
30.10.2015;1114;Hülsdonker Straße in Höhe von Haus-Nr. 54a;141322; 15,00 € 
30.10.2015;1122;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
30.10.2015;1123;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
30.10.2015;1125;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
30.10.2015;1126;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
30.10.2015;1126;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
30.10.2015;1243;Römerstraße ggü. Haus-Nr. 611, Sauna/Massage;112402; 20,00 € 
30.10.2015;1244;Römerstraße in Höhe von Haus-Nr. 611;141342; 15,00 € 
30.10.2015;1245;Römerstraße in Höhe von Haus-Nr. 611;141342; 15,00 € 
30.10.2015;1246;Römerstraße in Höhe von Haus-Nr. 611;141342; 15,00 € 
30.10.2015;1247;Trajanstraße in Höhe von Haus-Nr. 4;112402; 20,00 € 
30.10.2015;1249;Römerstraße ggü. Haus-Nr. 609;142262; 10,00 € 
30.10.2015;736;Greefstraße ggü. Haus-Nr. 4;112050; 10,00 € 
30.10.2015;1212;Kirschenallee ggü. Haus-Nr. 7;141312; 15,00 € 
30.10.2015;1219;Homberger Straße 101;141403; 15,00 € 
30.10.2015;1221;Homberger Straße 99;113281; 15,00 € 
30.10.2015;1222;Homberger Straße 95;113300; 10,00 € 
30.10.2015;1230;Vinzenzstraße 11;141062; 30,00 € 
30.10.2015;1239;Klever Straße ggü. Haus-Nr. 29;113300; 10,00 € 
30.10.2015;1247;Bethanienstraße 9;142262; 10,00 € 
30.10.2015;1321;Fieselstraße in Höhe von Haus-Nr. 34a;141312; 15,00 € 
30.10.2015;1326;Repelener Straße in Höhe von Haus-Nr. 9;113240; 10,00 € 
30.10.2015;1327;Repelener Straße in Höhe von Haus-Nr. 11;113240; 10,00 € 
30.10.2015;1330;Repelener Straße in Höhe von Haus-Nr. 25a;113240; 10,00 € 
30.10.2015;1331;Repelener Straße in Höhe von Haus-Nr. 30;113240; 10,00 € 
30.10.2015;1334;Repelener Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
30.10.2015;1335;Repelener Straße in Höhe von Haus-Nr. 16;113240; 10,00 € 
30.10.2015;1337;Repelener Straße in Höhe von Haus-Nr. 14c;113240; 10,00 € 
30.10.2015;1338;Repelener Straße in Höhe von Haus-Nr. 14a;113240; 10,00 € 
30.10.2015;1340;Repelener Straße in Höhe von Haus-Nr., Scheibendoktor;113240; 10,00 € 
30.10.2015;1345;Hülsdonker Straße in Höhe von Haus-Nr. 7;113240; 10,00 € 
30.10.2015;1346;Hülsdonker Straße in Höhe von Haus-Nr. 9;113240; 10,00 € 
30.10.2015;1349;Hülsdonker Straße ggü. Haus-Nr. 36;113320; 10,00 € 
30.10.2015;1356;Weyerstraße in Höhe von Haus-Nr. 2;113240; 10,00 € 
30.10.2015;1357;Weyerstraße in Höhe von Haus-Nr. 2;113240; 10,00 € 
30.10.2015;1358;Weyerstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
30.10.2015;1401;Weyerstraße in Höhe von Haus-Nr. 16;113260; 10,01 € 
30.10.2015;1414;Mühlenstraße / DE, Parkplatz;113280; 10,00 € 
30.10.2015;1417;Mühlenstraße / DE, Parkplatz;113280; 10,00 € 
31.10.2015;934;Filder Straße in Höhe von Haus-Nr. 25;141322; 15,00 € 
31.10.2015;935;Filder Straße ggü. Haus-Nr. 18;141322; 15,00 € 
31.10.2015;936;Filder Straße ggü. Haus-Nr. 18;141322; 15,00 € 
31.10.2015;937;Filder Straße in Höhe von Haus-Nr. 11;141322; 15,00 € 
31.10.2015;938;Filder Straße in Höhe von Haus-Nr. 11;141322; 15,00 € 
31.10.2015;943;Filder Straße in Höhe von Haus-Nr. 35;141322; 15,00 € 
31.10.2015;943;Filder Straße in Höhe von Haus-Nr. 31;141322; 15,00 € 
31.10.2015;945;Filder Straße in Höhe von Haus-Nr. 27;141322; 15,00 € 
31.10.2015;946;Filder Straße in Höhe von Haus-Nr. 26;113240; 10,00 € 
31.10.2015;959;Vinzenzstraße in Höhe von Haus-Nr., City Hopser;112403; 30,00 € 
31.10.2015;1149;Zum Bollwerk / DE, Parkplatz;113142; 25,00 € 
31.10.2015;1149;Zum Bollwerk / DE, Parkplatz;113142; 20,00 € 
31.10.2015;1150;Zum Bollwerk / DE, Parkplatz;113142; 20,00 € 
31.10.2015;947;Filder Straße in Höhe von Haus-Nr. 27;141322; 15,00 € 
31.10.2015;1043;Tersteegenstraße / C1 in Höhe von Haus-Nr. 16;141118; 15,00 € 
31.10.2015;1002;Zum Bollwerk / DE, Parkplatz;142278; 35,00 € 
31.10.2015;1204;Neumarkt / A, Parkplatz;113150; 10,00 € 
31.10.2015;939;Filder Straße ggü. Haus-Nr. 10;112050; 10,00 € 
31.10.2015;1041;Bethanienstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
31.10.2015;1040;Bethanienstraße in Höhe von Haus-Nr. 9;329113; 15,00 € 
31.10.2015;932;Weyerstraße in Höhe von Haus-Nr. 6;113260; 10,00 € 
31.10.2015;933;Weyerstraße in Höhe von Haus-Nr. 6;113240; 10,00 € 
31.10.2015;936;Rieserstraße in Höhe von Haus-Nr. 3, Ecke Hülsdonker Str.;113240; 10,00 € 
31.10.2015;939;Rieserstraße ggü. Haus-Nr. 6a;113240; 10,00 € 
31.10.2015;941;Rieserstraße ggü. Haus-Nr. 10;113240; 10,00 € 
31.10.2015;945;Hülsdonker Straße in Höhe von Haus-Nr. 21;141402; 10,00 € 
31.10.2015;947;Hülsdonker Straße in Höhe von Haus-Nr. 9;113240; 10,00 € 
31.10.2015;954;Fieselstraße in Höhe von Haus-Nr. 28;141312; 15,00 € 
31.10.2015;1000;Neumarkt / A, Parkplatz;113140; 10,00 € 
31.10.2015;1002;Neumarkt / A, Parkplatz;113140; 10,00 € 
31.10.2015;1010;Oberwallstraße / B in Höhe von Haus-Nr. 23;113140; 10,00 € 
31.10.2015;1013;Oberwallstraße / B, Ecke Hanns-Dieter-Hüsch-Platz;141352; 15,00 € 
31.10.2015;1014;Oberwallstraße / B in Höhe von Haus-Nr. 29;113140; 10,00 € 
31.10.2015;1018;Ostring / C2 ggü. Haus-Nr. 6, Sparkasse;113140; 10,00 € 
31.10.2015;1021;Ostring / C2 ggü. Haus-Nr. 6, Sparkasse;113140; 10,00 € 
31.10.2015;1024;Weygoldstraße / C1 ggü. Haus-Nr. 6;113140; 10,00 € 
31.10.2015;1026;Weygoldstraße / C1 in Höhe von Haus-Nr. 16;113140; 10,00 € 
31.10.2015;1028;Weygoldstraße / C1 in Höhe von Haus-Nr. 9;113120; 10,00 € 
31.10.2015;1031;Landwehrstraße / C1 in Höhe von Haus-Nr. 7;113140; 10,00 € 
31.10.2015;1033;Landwehrstraße / C1, Ecke Hombergerstr.;141352; 15,00 € 
31.10.2015;1037;Hopfenstraße in Höhe von Haus-Nr. 14;141118; 15,00 € 
31.10.2015;1045;Tersteegenstraße / C1 in Höhe von Haus-Nr. 27;141118; 15,00 € 
31.10.2015;1049;Essenberger Straße / C1 in Höhe von Haus-Nr. 2f;141100; 20,00 € 
31.10.2015;1051;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
31.10.2015;1055;Homberger Straße / C1, Vor Kreisverkehr;113140; 10,00 € 
31.10.2015;1057;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4a;113140; 10,00 € 
31.10.2015;1130;Wilhelm-Schroeder-Straße / C2 ggü. Haus-Nr. 15;113320; 10,00 € 
31.10.2015;1133;Wilhelm-Schroeder-Straße / C2 in Höhe von Haus-Nr. 14;113300; 10,00 € 
31.10.2015;1136;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
31.10.2015;1138;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
31.10.2015;1140;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
31.10.2015;1142;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
31.10.2015;1155;Neumarkt / A, Parkplatz;113121; 15,00 € 
31.10.2015;1156;Neumarkt / A, Parkplatz;113140; 10,00 € 
31.10.2015;1158;Neumarkt / A, Parkplatz;113140; 10,00 € 
31.10.2015;1201;Neumarkt / A, Parkplatz;113140; 10,00 € 
31.10.2015;1207;Neumarkt / A, Parkplatz;113140; 10,00 € 
